ID number,State,Started on,Completed,Time taken,Grade/20.00,Q. 1 /3.33,Q. 2 /8.67,Q. 3 /8.00
3802984.0,Finished,8 November 2020  9:09 PM,8 November 2020  9:58 PM,48.68,20.00,3.33,8.67,8.00
3801996.0,Finished,9 November 2020  12:46 AM,9 November 2020  1:24 AM,37.77,20.00,3.33,8.67,8.00
3706648.0,Finished,7 November 2020  1:28 PM,7 November 2020  1:44 PM,15.83,20.00,3.33,8.67,8.00
3700914.0,Finished,9 November 2020  8:43 AM,9 November 2020  10:11 AM,87.0,20.00,3.33,8.67,8.00
3800559.0,Finished,9 November 2020  12:39 AM,9 November 2020  1:00 AM,21.02,17.33,3.33,7.33,6.67
3700052.0,Finished,7 November 2020  11:12 PM,7 November 2020  11:15 PM,2.48,20.00,3.33,8.67,8.00
3804472.0,Finished,8 November 2020  9:32 PM,8 November 2020  10:24 PM,51.88,20.00,3.33,8.67,8.00
28007865.0,Finished,6 November 2020  7:11 PM,6 November 2020  7:40 PM,28.98,14.67,3.33,6.00,5.33
3670334.0,Finished,7 November 2020  8:39 PM,7 November 2020  8:47 PM,7.28,20.00,3.33,8.67,8.00
3811248.0,Finished,8 November 2020  11:54 PM,9 November 2020  12:09 AM,14.97,20.00,3.33,8.67,8.00
3700044.0,Finished,7 November 2020  3:01 PM,7 November 2020  3:39 PM,38.27,12.67,3.33,4.67,4.67
3702332.0,Finished,9 November 2020  8:27 AM,9 November 2020  9:06 AM,39.05,20.00,3.33,8.67,8.00
3970770.0,Finished,9 November 2020  12:00 AM,9 November 2020  12:11 AM,10.53,20.00,3.33,8.67,8.00
3413637.0,Finished,8 November 2020  8:54 PM,8 November 2020  9:24 PM,29.2,20.00,3.33,8.67,8.00
3802658.0,Finished,8 November 2020  11:28 PM,9 November 2020  12:26 AM,58.1,20.00,3.33,8.67,8.00
3520893.0,Finished,9 November 2020  8:44 AM,9 November 2020  10:11 AM,87.0,18.00,2.67,8.00,7.33
3800131.0,Finished,7 November 2020  4:40 PM,7 November 2020  4:49 PM,8.97,20.00,3.33,8.67,8.00
3800297.0,Finished,7 November 2020  4:30 PM,7 November 2020  4:42 PM,12.52,20.00,3.33,8.67,8.00
2351624.0,Finished,9 November 2020  9:15 AM,9 November 2020  9:57 AM,41.15,5.33,1.33,1.33,2.67
3710230.0,Finished,9 November 2020  8:47 AM,9 November 2020  9:10 AM,23.2,19.33,3.33,8.67,7.33
28008879.0,Finished,9 November 2020  5:53 AM,9 November 2020  6:30 AM,37.9,17.33,3.33,7.33,6.67
3709947.0,Finished,7 November 2020  10:13 AM,7 November 2020  10:37 AM,23.7,20.00,3.33,8.67,8.00
3708962.0,Finished,8 November 2020  2:57 PM,8 November 2020  3:18 PM,21.3,17.33,3.33,6.00,8.00
3680880.0,Finished,9 November 2020  3:06 AM,9 November 2020  4:02 AM,56.0,20.00,3.33,8.67,8.00
