ID number,State,Started on,Completed,Time taken,Grade/20.00,Q. 1 /1.94,Q. 2 /2.91,Q. 3 /2.91,Q. 4 /2.14,Q. 5 /0.19,Q. 6 /3.11,Q. 7 /1.55,Q. 8 /0.58,Q. 9 /1.17,Q. 10 /3.50
28708645.0,Finished,20 October 2022  5:47 PM,20 October 2022  6:40 PM,53.13,18.60,1.51,2.91,2.91,2.14,0.19,2.52,1.55,0.58,0.97,3.30
28705401.0,Finished,20 October 2022  5:47 PM,20 October 2022  7:32 PM,105.0,19.42,1.83,2.91,2.83,2.14,0.19,3.11,1.55,0.58,0.78,3.50
28705068.0,Finished,20 October 2022  5:47 PM,20 October 2022  7:07 PM,80.0,12.78,1.83,2.79,2.91,2.14,0.19,1.17,1.17,0.39,0.00,0.19
28709531.0,Finished,20 October 2022  5:47 PM,20 October 2022  7:06 PM,78.0,14.31,1.83,2.91,2.91,1.60,0.19,1.17,0.78,0.58,0.39,1.94
28718611.0,Finished,20 October 2022  5:47 PM,20 October 2022  6:56 PM,69.0,19.78,1.73,2.91,2.91,2.14,0.19,3.11,1.55,0.58,1.17,3.50
28709630.0,Finished,20 October 2022  5:48 PM,20 October 2022  7:21 PM,93.0,19.22,1.83,2.91,2.83,2.14,0.19,3.11,1.36,0.58,0.78,3.50
3704907.0,Finished,20 October 2022  5:48 PM,20 October 2022  6:56 PM,68.0,19.89,1.83,2.91,2.91,2.14,0.19,3.11,1.55,0.58,1.17,3.50
28706745.0,Finished,20 October 2022  5:48 PM,20 October 2022  6:43 PM,54.75,19.70,1.83,2.91,2.91,2.14,0.19,3.11,1.55,0.58,1.17,3.30
28705425.0,Finished,20 October 2022  5:49 PM,20 October 2022  6:40 PM,51.23,19.89,1.83,2.91,2.91,2.14,0.19,3.11,1.55,0.58,1.17,3.50
28711505.0,Finished,20 October 2022  5:50 PM,20 October 2022  7:05 PM,75.0,19.53,1.73,2.66,2.91,2.14,0.19,3.11,1.55,0.58,1.17,3.50
28712278.0,Finished,20 October 2022  5:54 PM,20 October 2022  6:48 PM,53.88,19.70,1.83,2.91,2.91,2.14,0.19,3.11,1.55,0.58,1.17,3.30
21200572.0,Finished,20 October 2022  5:57 PM,20 October 2022  7:19 PM,81.0,17.29,1.83,2.53,2.83,2.14,0.19,1.55,1.36,0.58,1.17,3.11
3804183.0,Finished,20 October 2022  6:03 PM,20 October 2022  7:29 PM,86.0,19.50,1.83,2.91,2.91,2.14,0.19,3.11,1.36,0.58,1.17,3.30
28707195.0,Finished,20 October 2022  6:08 PM,20 October 2022  7:53 PM,105.0,0.00,-,-,-,-,-,-,-,-,-,-
3803177.0,Finished,28 October 2022  3:40 PM,28 October 2022  4:23 PM,42.88,18.82,1.94,2.66,2.57,2.14,0.19,2.91,1.55,0.58,1.17,3.11
28708160.0,Finished,28 October 2022  6:16 PM,28 October 2022  7:28 PM,72.0,19.31,1.83,2.91,2.91,2.14,0.19,3.11,1.55,0.58,0.78,3.30
